sku,_store,_attribute_set,_type,_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,enable_googlecheckout,gallery,gift_message_available,has_options,image,image_label,is_imported,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
2124-110,,Default,simple,,base,,,,"2010-12-17 21:43:31",,,,,"No description available.",1,,,0,,,,,,,,,,,,," New Testament RcV SPANISH",,,"Block after Info Column",,0.0000,0,"No description available",,,,0.0000,,1,2,,,"2010-12-17 21:56:10",new-testament-rcv-spanish,new-testament-rcv-spanish.html,1,0.9469,64542.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
1322-118,,Default,simple,,base,,,,"2010-12-17 21:43:34",,,,,"No description available.",1,,,0,no_selection,,No,,,,,,,,"Use config","Use config"," Basic Elements Vol 1 English",,,"Block after Info Column",,0.0000,0,"No description available",no_selection,,"2013-07-23 00:00:00",0.0000,,1,2,no_selection,,"2013-07-23 18:42:48",basic-elements-of-the-christian-life-vol-1-english,basic-elements-of-the-christian-life-vol-1-english.html,1,0.0938,249190.0000,9.0000,0,0,1,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
2322-118,,Default,simple,,base,,,,"2010-12-17 21:43:36",,,,,"No description available.",1,,,0,,,,,,,,,,,,," Basic Elements Vol 1 SPANISH",,,"Block after Info Column",,0.0000,0,"No description available",,,,0.0000,,1,2,,,"2010-12-17 21:56:17",basic-elements-of-the-christian-life-vol-1-english,basic-elements-of-the-christian-life-vol-1-english-1.html,1,0.0938,22017.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
WKD-120,,Default,bundle,Kits,base,,,,"2010-12-17 21:43:37",,,,,"<p>110 Product Offer cards; 10 free Bibles; 10 copies of&nbsp;<em>Basic Elements of the Christian Life</em>, vol. 1; 10 copies of&nbsp;<em>Using the New Testament Recovery Version</em>; 100 wallet-sized ""Special Offer"" cards; 100 gospel tracts (""Is Jesus in Your 'Boat'?""). Also available in Spanish and Korean.</p>",0,,,1,/l/h/lhwr_english_distribution_kit_new_300x300_.jpg,,No,,,,,,,,"Use config","Use config"," Direct Distribution Kit English",,,"Block after Info Column",,45.0000,1,"<p>110 Product Offer cards; 10 free Bibles; 10 copies of&nbsp;<em>Basic Elements of the Christian Life</em>, vol. 1; 10 copies of&nbsp;<em>Using the New Testament Recovery Version</em>; 100 wallet-sized cards; 100 gospel tracts (""Is Jesus in Your 'Boat'?""). Also available in Spanish and Korean.</p>",/l/h/lhwr_english_distribution_kit_new_300x300_.jpg,,,,,1,2,/l/h/lhwr_english_distribution_kit_new_300x300_.jpg,,"2013-08-09 22:04:35",direct-distribution-kit-english,direct-distribution-kit-english.html,4,13.5720,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,0,1,0.0000,0,1,,,,,,,,,,,,,,77,/l/h/lhwr_english_distribution_kit_new_300x300_.jpg,,1,0
,,,,"Direct Distribution & Tour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKD-220,,Default,bundle,"Materials in Spanish",base,,,,"2010-12-17 21:43:39",,,,,"<p><em>Kit para la distribuci&oacute;n directa</em> &#8212;100 folletos para la oferta de la Biblia; 10 biblias gratuitas; 10 ejemplares del primer tomo de los Elementos b&aacute;sicos de la vida cristiana; 10 folletos de una gu&iacute;a ilustrada para usar el Nuevo Testamento Versi&oacute;n Recobro; 100 folletos tama&ntilde;o cartera (""Una Biblia que puede entender""), 100 tratados evangel&iacute;sticos (""&iquest;Est&aacute; Jes&uacute;s en tu 'barca'?""), y 10 tarjetas que presentan los productos que BfA tiene disponibles. Disponible tambi&eacute;n en ingl&eacute;s.</p>",0,,,1,/l/r/lrg_spanish-distribution-kit.jpg,,No,,,,,,,,"Use config","Use config"," Direct Distribution Kit SPANISH",,,"Block after Info Column",,45.0000,1,"<p><em>Kit para la distribuci&oacute;n directa</em>&#8212;100 folletos para la oferta de la Biblia; 10 biblias gratuitas; 10 ejemplares del primer tomo de los Elementos b&aacute;sicos de la vida cristiana; 10 folletos de una gu&iacute;a ilustrada para usar el Nuevo Testamento Versi&oacute;n Recobro; 100 folletos tama&ntilde;o cartera (""Una Biblia que puede entender""), 100 tratados evangel&iacute;sticos (""&iquest;Est&aacute; Jes&uacute;s en tu 'barca'?""), y 10 tarjetas que presentan los productos que BfA tiene disponibles. Disponible tambi&eacute;n en ingl&eacute;s.</p>",/t/h/thumb_spanish-distribution-kit.jpg,,,,,1,2,/t/h/thumb_spanish-distribution-kit.jpg,,"2012-07-25 20:40:06",kit-para-la-distribucion-directa,kit-para-la-distribucion-directa.html,4,13.5720,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_spanish-distribution-kit.jpg,,1,1
,,,,Kits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_spanish-distribution-kit.jpg,,2,0
,,,,"Direct Distribution & Tour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKC-131,,Default,bundle,Kits,base,,,,"2010-12-17 21:43:41",,,,,"100 college brochures; 10 free Bibles; 10 copies of Basic Elements of the Christian Life, vol. 1; 10 copies of Using the New Testament Recovery Version; 100 wallet-sized cards; 100 gospel tracts (""Is Jesus in Your 'Boat'?""); 10 product offer cards.",1,,,1,/l/r/lrg_kit_college.jpg,,No,,,,,,,,,," College Distribution Kit",,,"Block after Info Column",,35.0000,1,"100 college brochures; 10 free Bibles; 10 copies of Basic Elements of the Christian Life, vol. 1; 10 copies of Using the New Testament Recovery Version; 100 wallet-sized cards; 100 gospel tracts (""Is Jesus in Your 'Boat'?""); 10 product offer cards.",/t/h/thumb_kit_college.jpg,,,,,2,2,/t/h/thumb_kit_college.jpg,,"2011-07-22 18:01:23",college-campus-kit,college-campus-kit.html,4,13.5560,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_kit_college.jpg,,1,1
,,,,"College Campus Materials",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_kit_college.jpg,,2,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W1228-126-100,,Default,bundle,"College Campus Materials",base,,,,"2010-12-17 21:43:42",,,,,"Sealed with USPS-compliant glue for mass mailing to campus dorm addresses and neighborhoods surrounding colleges. Brochures designed especially for use on college campuses describing the Recovery Version features with a sample page, verse, and footnote, with information for ordering a Bible via our Internet Web site. ",1,,,1,/l/r/lrg_collegebroch1_1.jpg,,No,,,,,,,,,," College Brochures Sealed (Pack of 100)",,,"Block after Info Column",,0.0000,1,"Sealed with USPS-compliant glue for mass mailing to campus dorm addresses and neighborhoods surrounding colleges. Brochures designed especially for use on college campuses describing the Recovery Version features with a sample page, verse, and footnote, with information for ordering a Bible via our Internet Web site. ",/t/h/thumb_collegebroch_1.jpg,,,,,2,0,/t/h/thumb_collegebroch_1.jpg,,"2011-07-22 18:01:08",college-brochures-sealed-pack-of-100,college-brochures-sealed-pack-of-100.html,4,1.5700,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_collegebroch_1.jpg,,1,1
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_collegebroch1_1.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_collegebroch2_1.jpg,,3,0
W1228-126-1600,,Default,bundle,"College Campus Materials",base,,,,"2010-12-17 21:43:44",,,,,"Sealed with USPS-compliant glue for mass mailing to campus dorm addresses and neighborhoods surrounding colleges. Brochures designed especially for use on college campuses describing the Recovery Version features with a sample page, verse, and footnote, with information for ordering a Bible via our Internet Web site.",1,,,1,/l/r/lrg_collegebroch1_2.jpg,,No,,,,,,,,,," College Brochures sealed (Case of 1600)",,,"Block after Info Column",,280.0000,1,"Sealed with USPS-compliant glue for mass mailing to campus dorm addresses and neighborhoods surrounding colleges. Brochures designed especially for use on college campuses describing the Recovery Version features with a sample page, verse, and footnote, with information for ordering a Bible via our Internet Web site.",/t/h/thumb_collegebroch_2.jpg,,,,,2,2,/t/h/thumb_collegebroch_2.jpg,,"2011-07-22 18:00:47",college-brochures-sealed-case-of-1-600,college-brochures-sealed-case-of-1-600.html,4,25.1200,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_collegebroch_2.jpg,,1,1
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_collegebroch2_2.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_collegebroch1_2.jpg,,2,0
8122-136,,Default,simple,"Direct Distribution & Tour",base,,,,"2010-12-17 21:43:46",,,,,"Blue fabric imprinted in white: FREE STUDY BIBLE; Bibles for America phone number, logo, and Web address. 30"" x 72"". Made to fit 6-foot folding table.",1,,,0,/t/a/table_cloth_large.jpg,,No,,,,,,,,,," Tablecloth English",,,"Block after Info Column",,150.0000,0,"Blue fabric imprinted in white: FREE STUDY BIBLE; Bibles for America phone number, logo, and Web address. 30"" x 72"". Made to fit 6-foot folding table.",/t/a/table_cloth_thumbnail.jpg,,,150.0000,,1,2,/t/a/table_cloth_thumbnail.jpg,,"2011-01-11 23:35:43",tablecloth-bearing-bfa-signage,tablecloth-bearing-bfa-signage.html,4,2.0313,2.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/a/table_cloth_thumbnail.jpg,,1,1
,,,,"Seminar Materials",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/t/a/table_cloth_large.jpg,,2,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8222-136,,Default,simple,"Direct Distribution & Tour",base,,,,"2010-12-17 21:43:51",,,,,"<em>Mantel con el logotipo de BfA</em>&#8212;Material de color azul obscuro con grabado en color blanco: BIBLIA DE ESTUDIO GRATUITA con el número de teléfono, logotipo y página de Internet de Bibles for America. 30"" x 72"". Hecho a la medida de una mesa plegable de 6 pies.",1,,,0,/l/r/lrg_spanish_tablecloth.jpg,,No,,,,,,,,,," Tablecloth SPANISH",,,"Block after Info Column",,150.0000,0,"<em>Mantel con el logotipo de BfA</em>&#8212;Material de color azul obscuro con grabado en color blanco: BIBLIA DE ESTUDIO GRATUITA con el número de teléfono, logotipo y página de Internet de Bibles for America. 30"" x 72"". Hecho a la medida de una mesa plegable de 6 pies.",/t/h/th_spanish_tablecloth.jpg,,,150.0000,,1,2,/t/h/th_spanish_tablecloth.jpg,,"2011-01-11 23:37:09",mantel-con-el-logotipo-de-bfa,mantel-con-el-logotipo-de-bfa.html,4,2.0313,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/th_spanish_tablecloth.jpg,,1,1
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_spanish_tablecloth.jpg,,2,0
W8122-122-10,,Default,bundle,"Direct Distribution & Tour",base,,,,"2010-12-17 21:43:52",,,,,"Printed with BfA logo, “The Recovery Version,” and “A Bible You Can Understand”. Diameter: 2 ¼ inches. ",1,,,1,/l/r/lrg_buttons_1.jpg,,No,,,,,,,,,," Pin-on Button (Pack of 10)",,,"Block after Info Column",,0.0000,1,"Printed with BfA logo, “The Recovery Version,” and “A Bible You Can Understand”. Diameter: 2 ¼ inches. ",/t/h/thumb_buttons_1.jpg,,,,,1,0,/t/h/thumb_buttons_1.jpg,,"2011-02-08 23:10:21",bfa-pin-on-buttons-pack-of-10,bfa-pin-on-buttons-pack-of-10.html,4,0.3130,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_buttons_1.jpg,,1,1
,,,,"Seminar Materials",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_buttons_1.jpg,,2,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W8122-128-10,,Default,bundle,"Direct Distribution & Tour",base,,,,"2010-12-17 21:43:55",,,,,"Black ballpoint pen printed with BfA logo and contact information.",1,,,1,/l/r/lrg_pens1_1.jpg,,No,,,,,,,,,," BfA Pen (Pack of 10)",,,"Block after Info Column",,0.0000,1,"Black ballpoint pen printed with BfA logo and contact information.",/t/h/thumb_pens1_1.jpg,,,,,1,0,/t/h/thumb_pens1_1.jpg,,"2011-02-08 23:10:51",bfa-pens-pack-of-10,bfa-pens-pack-of-10.html,4,0.3130,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/l/r/lrg_pens1_1.jpg,,2,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_pens2_1.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/t/h/thumb_pens1_1.jpg,,1,1
W1136-134-10,,Default,bundle,"Seminar Materials",base,,,,"2010-12-17 21:43:57",,,,,"Vellum bookmarks printed with a Bible verse.",1,,,1,/l/r/lrg_bookmarksvellum_1.jpg,,No,,,,,,,,,," Bookmarks (Pack of 10)",,,"Block after Info Column",,0.0000,1,"Vellum bookmarks printed with a Bible verse.",/t/h/thumb_bookmarksvellum_1.jpg,,,,,1,0,/t/h/thumb_bookmarksvellum_1.jpg,,"2011-02-08 23:11:33",bookmarks-pack-of-10,bookmarks-pack-of-10.html,4,0.0340,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_bookmarksvellum_1.jpg,,1,1
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_bookmarksvellum_1.jpg,,2,0
W1374-122-20,,Default,bundle,"Seminar Materials",base,,,,"2010-12-17 21:43:59",,,,,"White, glossy, two-pocket folder with a BfA sticker label on the front; can be used to hold seminar handouts. 12 x 9 inches. ",1,,,1,/l/r/lrg_seminarfolder_new_1.jpg,,No,,,,,,,,,," Seminar Folder (Pack of 20)",,,"Block after Info Column",,0.0000,1,"White, glossy, two-pocket folder with a BfA sticker label on the front; can be used to hold seminar handouts. 12 x 9 inches. ",/t/h/thumb_seminarfolder_new_1.jpg,,,,,1,0,/t/h/thumb_seminarfolder_new_1.jpg,,"2011-02-08 23:18:52",seminar-folder-with-bfa-sticker-label-pack-of-20,seminar-folder-with-bfa-sticker-label-pack-of-21.html,4,5.8120,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_seminarfolder_new_1.jpg,,1,1
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_seminarfolder_new_1.jpg,,2,0
1132-124,,Default,simple,,base,,,,"2010-12-17 21:44:02",,,,,"No description available.",1,,,0,,,,,,,,,,,,," Case Sticker RcV English",,,"Block after Info Column",,0.0000,0,"No description available.",,,,0.0000,,1,2,,,"2010-12-17 21:56:37",case-sticker-rcv-english,case-sticker-rcv-english.html,1,0.0000,190023.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
2132-124,,Default,simple,,base,,,,"2010-12-17 21:44:07",,,,,"No description available.",1,,,0,,,,,,,,,,,,," Case Sticker RcV SPANISH",,,"Block after Info Column",,0.0000,0,"No description available.",,,,0.0000,,1,2,,,"2010-12-17 21:56:38",case-sticker-rcv-english,case-sticker-rcv-english-1.html,1,0.0000,10883.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
8122-932,,Default,simple,,base,,,,"2010-12-17 21:44:09",,,,,"Direct Distribution Instructions",1,,,0,no_selection,,No,,,,,,,,,," Direct Distribution Instructions English",,,"Block after Info Column",,0.0000,0,"Direct Distribution Instructions",no_selection,,"2011-02-18 00:00:00",0.0000,,1,0,no_selection,,"2011-02-18 18:41:33",direct-distribution-instructions-english,direct-distribution-instructions-english.html,1,0.0000,774.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,0,1,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
8222-932,,Default,simple,,base,,,,"2010-12-17 21:44:10",,,,,"Direct Distribution Instructions English/SPANISH",1,,,0,no_selection,,No,,,,,,,,,," Direct Distribution Instructions English/SPANISH",,,"Block after Info Column",,0.0000,0,"Direct Distribution Instructions English/SPANISH",no_selection,,,0.0000,,1,0,no_selection,,"2011-01-18 00:05:30",direct-distribution-instructions-english-spanish,direct-distribution-instructions-english-spanish.html,1,0.0000,833.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
8222-212,,Default,simple,,base,,,,"2010-12-17 21:44:12",,,,,"(Car Magnet) Imanes diseñados para colocarse en el exterior de un vehículo. Contiene información para ordenar una Biblia gratis de BfA. 9 7/8 x 23 ¾ pulgadas.",1,,,0,/l/r/lrg_carmag_spanish.jpg,,No,,,,,,,,,," Car Magnet SPANISH",,,"Block after Info Column",,15.0000,0,"Imanes diseñados para colocarse en el exterior de un vehículo. Contiene información para ordenar una Biblia gratis de BfA. 9 7/8 x 23 ¾ pulgadas.",/t/h/th_carmag_spanish.jpg,,,15.0000,,1,2,/t/h/th_carmag_spanish.jpg,,"2011-01-12 21:16:43",car-magnet-spanish,car-magnet-spanish.html,1,0.9688,26.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/th_carmag_spanish.jpg,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_carmag_spanish.jpg,,2,0
W8222-212-2,,Default,bundle,"Materials in Spanish",base,,,,"2010-12-17 21:44:13",,,,,"Imanes diseñados para colocarse en el exterior de un vehículo. Contiene información para ordenar una Biblia gratis de BfA. 9 7/8 x 23 ¾ pulgadas.",1,,,1,/l/r/lrg_carmag_spanish_1.jpg,,No,,,,,,,,,,"Car Magnets SPANISH (Pair)",,,"Block after Info Column",,,1,"Imanes diseñados para colocarse en el exterior de un vehículo. Contiene información para ordenar una Biblia gratis de BfA. 9 7/8 x 23 ¾ pulgadas.",/t/h/th_carmag_spanish_1.jpg,,,,,2,0,/t/h/th_carmag_spanish_1.jpg,,"2011-02-08 23:13:06",car-magnets-spanish-pair,car-magnets-spanish-pair.html,4,1.9376,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/th_carmag_spanish_1.jpg,,1,1
,,,,"Direct Distribution & Tour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_carmag_spanish_1.jpg,,2,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228-148,,Default,simple,,base,,,,"2011-06-17 16:32:15",,,,,"Based on 1 Corinthians 1:18. Includes information for ordering a free New Testament Recovery Version and ministry books from BfA. 6 x 4 inches.",1,,,0,/c/r/crossofchrist_eng01.jpg,,No,,,,,,,,"Use config","Use config","Tract “The Word of the Cross” English",,,"Block after Info Column",,0.0500,0,"Based on 1 Corinthians 1:18. Includes information for ordering a free New Testament Recovery Version and ministry books from BfA. 6 x 4 inches.",/c/r/crossofchrist_eng01.jpg,,"2012-02-23 00:00:00",0.0500,,1,2,/c/r/crossofchrist_eng01.jpg,,"2012-02-24 00:21:20",tract-the-word-of-the-cross-english,tract-the-word-of-the-cross-english.html,1,0.0034,5348.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/c/r/crossofchrist_eng02.jpg,,2,0
,,,,,tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/c/r/crossofchrist_eng01.jpg,,1,0
W1228-148-100,,Default,bundle,"Brochures and Tracts",base,,,,"2011-06-17 17:55:56",,,,,"Based on 1 Corinthians 1:18. Includes information for ordering a free New Testament Recovery Version and ministry books from BfA. 6 x 4 inches.",0,,,1,/c/r/crossofchrist_eng01_1.jpg,,No,,,,,,,,,No,"Tract “The Word of the Cross” English (Pack of 100)",,,"Block after Info Column",,,1,"Based on 1 Corinthians 1:18. Includes information for ordering a free New Testament Recovery Version and ministry books from BfA. 6 x 4 inches.",/c/r/crossofchrist_eng03.jpg,,,,,1,0,/c/r/crossofchrist_eng03.jpg,,"2012-02-24 00:23:19",tract-the-word-of-the-cross-english-pack-of-100,tract-the-word-of-the-cross-english-pack-of-100.html,4,0.3400,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/c/r/crossofchrist_eng03.jpg,,1,1
,,,,"All items",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/c/r/crossofchrist_eng01_1.jpg,,2,0
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/c/r/crossofchrist_eng02_1.jpg,,3,0
2228-148,,Default,simple,,base,,,,"2011-07-25 20:34:22",,,,,"<em>Tratado del evangelio: “La palabra de la cruz” (Paquete de 100)</em>&#8212;Se basa en 1 Corintios 1:18. Incluye información para ordenar un ejemplar gratuito del Nuevo Testamento Versión Recobro y libros del ministerio de BfA. 6 x 4 pulgadas.",1,,,0,/p/a/palabracruces_01.jpg,,No,,,,,,,,"Use config","Use config","Spanish Tract “The Word of the Cross”",,,"Block after Info Column",,0.0500,0,"<em>Tratado del evangelio: “La palabra de la cruz” (Paquete de 100)</em>&#8212;Se basa en 1 Corintios 1:18. Incluye información para ordenar un ejemplar gratuito del Nuevo Testamento Versión Recobro y libros del ministerio de BfA. 6 x 4 pulgadas.",/p/a/palabracruces_01.jpg,,,0.0500,,1,2,/p/a/palabracruces_01.jpg,,"2012-02-24 01:20:01",tract-the-word-of-the-cross-spanish,tract-the-word-of-the-cross-spanish.html,1,0.0034,36162.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/p/a/palabracruces_01.jpg,,1,0
,,,,,tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/p/a/palabracruces_02.jpg,,2,0
